path,module,type,imported_by,endpoint_or_agent_using_it,evidence_file,decision,owner,deadline
src/__init__.py,src.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/agents/__init__.py,src.agents.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/agents/evidence_validator_agent.py,src.agents.evidence_validator_agent,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_support_module,product,before_GO
src/agents/extractor_agent.py,src.agents.extractor_agent,runtime_active,src.orchestration.node_impl,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/agents/nvidia_rag_agent.py,src.agents.nvidia_rag_agent,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_support_module,product,before_GO
src/agents/recommendation_agent.py,src.agents.recommendation_agent,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_support_module,product,before_GO
src/agents/scraper_agent.py,src.agents.scraper_agent,runtime_active,src.orchestration.node_impl,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/agents/search_planner.py,src.agents.search_planner,runtime_active,src.orchestration.node_impl,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/api/__init__.py,src.api.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/api/main.py,src.api.main,runtime_active,src.main,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/api/product_routes.py,src.api.product_routes,runtime_active,src.api.main,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/api/product_schemas.py,src.api.product_schemas,runtime_active,src.api.product_routes;src.api.workflow_routes,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/api/schemas.py,src.api.schemas,runtime_active,src.validation.output_validation,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/api/workflow_routes.py,src.api.workflow_routes,runtime_active,src.api.main,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/briefing/__init__.py,src.briefing.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/briefing/action_brief.py,src.briefing.action_brief,runtime_active,src.briefing.__init__;src.services.product.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/briefing/markdown_renderer.py,src.briefing.markdown_renderer,runtime_active,src.services.product.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/briefing/quantitative_brief.py,src.briefing.quantitative_brief,runtime_active,src.briefing.__init__;src.orchestration.node_impl,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/briefing/schemas.py,src.briefing.schemas,runtime_active,src.api.product_schemas;src.briefing.__init__;src.briefing.action_brief;src.briefing.markdown_renderer;src.briefing.quantitative_brief;src.evaluation.answer_quality_eval;src.validation.output_validation,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/classification/__init__.py,src.classification.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/classification/ai_native_classifier.py,src.classification.ai_native_classifier,runtime_active,src.agents.recommendation_agent;src.classification.__init__;src.diagnosis.gap_diagnosis;src.orchestration.node_impl;src.pipeline.run_pipeline;src.recommendation.recommendation_engine;src.scoring.composite_ranking;src.scoring.defensibility_score;src.scoring.inception_fit_score;src.scoring.production_readiness,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/classification/ai_native_model.py,src.classification.ai_native_model,runtime_active,src.classification.ai_native_classifier,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/config/__init__.py,src.config.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/config/loader.py,src.config.loader,runtime_active,src.orchestration.graph;src.orchestration.node_impl;src.orchestration.probabilistic_scoring;src.quantitative.params;src.services.product.llm_router,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/config/product_config_validator.py,src.config.product_config_validator,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_support_module,product,before_GO
src/config/schemas.py,src.config.schemas,runtime_active,src.config.loader,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/config/settings.py,src.config.settings,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_support_module,product,before_GO
src/database/__init__.py,src.database.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/database/models.py,src.database.models,runtime_active,src.api.product_routes;src.api.workflow_routes;src.database.__init__;src.database.session;src.discovery.service;src.orchestration.node_impl;src.quality.evaluators.dossier_completeness;src.quality.evaluators.structured_output_reliability;src.quality.repository;src.quality.service;src.repositories.activation;src.repositories.claim;src.repositories.discovery;src.repositories.dossier;src.repositories.export;src.repositories.opportunity_score;src.repositories.product;src.repositories.review;src.repositories.workflow;src.services.product.activation_service;src.services.product.claim_ledger;src.services.product.dossier_service;src.services.product.export_service;src.services.product.opportunity_score_service;src.services.product.opportunity_service;src.services.product.radar_dashboard_service;src.services.product.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/database/session.py,src.database.session,runtime_active,src.api.main;src.api.product_routes;src.api.workflow_routes;src.database.__init__;src.discovery.directory_pipeline;src.orchestration.runner;src.services.product.health_executor;src.services.product.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/decisioning/__init__.py,src.decisioning.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/decisioning/adaptive_recommendation_ranker.py,src.decisioning.adaptive_recommendation_ranker,runtime_active,src.orchestration.node_impl,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/decisioning/calibration_service.py,src.decisioning.calibration_service,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_domain_support,product,before_GO
src/decisioning/decision_ledger_writer.py,src.decisioning.decision_ledger_writer,runtime_active,src.orchestration.node_impl,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/decisioning/evidence_weighted_scorer.py,src.decisioning.evidence_weighted_scorer,runtime_active,src.orchestration.probabilistic_scoring,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/decisioning/expected_utility_ranker.py,src.decisioning.expected_utility_ranker,runtime_active,src.decisioning.adaptive_recommendation_ranker,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/decisioning/feedback_learner.py,src.decisioning.feedback_learner,runtime_active,src.orchestration.node_impl,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/decisioning/uncertainty_estimator.py,src.decisioning.uncertainty_estimator,runtime_active,src.orchestration.probabilistic_scoring,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/diagnosis/__init__.py,src.diagnosis.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/diagnosis/gap_diagnosis.py,src.diagnosis.gap_diagnosis,runtime_active,src.agents.recommendation_agent;src.diagnosis.__init__,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/diagnosis/gap_diagnosis_scoring.py,src.diagnosis.gap_diagnosis_scoring,runtime_active,src.diagnosis.__init__;src.evaluation.gap_diagnosis_baseline;src.orchestration.node_impl,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/diagnosis/nvidia_mapping.py,src.diagnosis.nvidia_mapping,runtime_active,src.agents.nvidia_rag_agent;src.diagnosis.__init__;src.rag.rag_service_factory;src.validation.output_validation,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/diagnosis/schemas.py,src.diagnosis.schemas,runtime_active,src.agents.nvidia_rag_agent;src.agents.recommendation_agent;src.briefing.action_brief;src.diagnosis.__init__;src.diagnosis.gap_diagnosis;src.diagnosis.gap_diagnosis_scoring;src.diagnosis.nvidia_mapping;src.evaluation.gap_diagnosis_baseline;src.orchestration.node_impl;src.rag.rag_pipeline;src.rag.rag_service_factory;src.recommendation.nvidia_technology_mapping;src.recommendation.recommendation_engine,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/discovery/__init__.py,src.discovery.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/discovery/candidate_quality.py,src.discovery.candidate_quality,runtime_active,src.discovery.service;src.services.product.radar_dashboard_service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/discovery/dedup.py,src.discovery.dedup,runtime_active,src.discovery.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/discovery/directory_pipeline.py,src.discovery.directory_pipeline,candidate_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_source_expansion_or_benchmark,product,before_GO
src/discovery/fuzzy_dedup.py,src.discovery.fuzzy_dedup,candidate_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_source_expansion_or_benchmark,product,before_GO
src/discovery/hackernews_collector.py,src.discovery.hackernews_collector,candidate_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_source_expansion_or_benchmark,product,before_GO
src/discovery/query_generator.py,src.discovery.query_generator,candidate_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_source_expansion_or_benchmark,product,before_GO
src/discovery/reddit_collector.py,src.discovery.reddit_collector,candidate_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_source_expansion_or_benchmark,product,before_GO
src/discovery/relevance_scorer.py,src.discovery.relevance_scorer,candidate_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_source_expansion_or_benchmark,product,before_GO
src/discovery/search_aggregator.py,src.discovery.search_aggregator,runtime_active,src.discovery.relevance_scorer,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/discovery/service.py,src.discovery.service,runtime_active,src.api.product_routes;src.discovery.directory_pipeline;src.orchestration.node_impl;src.services.product.radar_dashboard_service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/discovery/signals.py,src.discovery.signals,runtime_active,src.discovery.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/discovery/source_registry.py,src.discovery.source_registry,runtime_active,src.agents.search_planner;src.discovery.service;src.scraping.scrapers.ace_scraper;src.scraping.scrapers.base_scraper;src.scraping.scrapers.bossa_scraper;src.scraping.scrapers.cubo_scraper;src.scraping.scrapers.distrito_scraper;src.scraping.scrapers.inovativa_scraper;src.scraping.scrapers.openstartups_scraper;src.services.product.radar_dashboard_service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/evaluation/__init__.py,src.evaluation.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/evaluation/answer_quality_eval.py,src.evaluation.answer_quality_eval,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_eval_or_calibration,product,before_GO
src/evaluation/answer_quality_schemas.py,src.evaluation.answer_quality_schemas,runtime_active,src.evaluation.answer_quality_eval,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/evaluation/benchmark_runner.py,src.evaluation.benchmark_runner,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_eval_or_calibration,product,before_GO
src/evaluation/dataset_registry.py,src.evaluation.dataset_registry,runtime_active,src.evaluation.benchmark_runner,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/evaluation/eval_runner.py,src.evaluation.eval_runner,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_eval_or_calibration,product,before_GO
src/evaluation/gap_diagnosis_baseline.py,src.evaluation.gap_diagnosis_baseline,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_eval_or_calibration,product,before_GO
src/evaluation/llm_judge_adapter.py,src.evaluation.llm_judge_adapter,runtime_active,src.evaluation.llm_judge_instructor_adapter,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/evaluation/llm_judge_instructor_adapter.py,src.evaluation.llm_judge_instructor_adapter,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_eval_or_calibration,product,before_GO
src/evaluation/llm_judge_prompts.py,src.evaluation.llm_judge_prompts,runtime_active,src.evaluation.llm_judge_adapter,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/evaluation/llm_judge_schemas.py,src.evaluation.llm_judge_schemas,runtime_active,src.evaluation.llm_judge_adapter;src.evaluation.llm_judge_instructor_adapter;src.evaluation.llm_judge_prompts,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/evaluation/qdrant_retrieval_eval.py,src.evaluation.qdrant_retrieval_eval,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_eval_or_calibration,product,before_GO
src/evaluation/qdrant_retrieval_eval_schemas.py,src.evaluation.qdrant_retrieval_eval_schemas,runtime_active,src.evaluation.qdrant_retrieval_eval,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/evaluation/rag_baseline.py,src.evaluation.rag_baseline,runtime_active,src.evaluation.qdrant_retrieval_eval,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/evaluation/rag_eval.py,src.evaluation.rag_eval,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_eval_or_calibration,product,before_GO
src/evaluation/rag_eval_schemas.py,src.evaluation.rag_eval_schemas,runtime_active,src.evaluation.rag_eval,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/evaluation/ragas_eval.py,src.evaluation.ragas_eval,runtime_active,src.evaluation.qdrant_retrieval_eval,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/evaluation/ragas_eval_schemas.py,src.evaluation.ragas_eval_schemas,runtime_active,src.evaluation.qdrant_retrieval_eval;src.evaluation.ragas_eval,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/evaluation/recommendation_baseline.py,src.evaluation.recommendation_baseline,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_eval_or_calibration,product,before_GO
src/evaluation/result_store.py,src.evaluation.result_store,runtime_active,src.evaluation.benchmark_runner;src.evaluation.eval_runner,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/evaluation/rubrics.py,src.evaluation.rubrics,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_eval_or_calibration,product,before_GO
src/evaluation/scraping_baseline.py,src.evaluation.scraping_baseline,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_eval_or_calibration,product,before_GO
src/evaluation/source_evidence_baseline.py,src.evaluation.source_evidence_baseline,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_eval_or_calibration,product,before_GO
src/evaluation/startup_scoring_calibration.py,src.evaluation.startup_scoring_calibration,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_eval_or_calibration,product,before_GO
src/evaluation/structured_outputs.py,src.evaluation.structured_outputs,runtime_active,src.evaluation.llm_judge_instructor_adapter;src.services.product.dossier_service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/extraction/__init__.py,src.extraction.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/extraction/extractor.py,src.extraction.extractor,runtime_active,src.agents.extractor_agent;src.pipeline.run_pipeline,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/extraction/schemas.py,src.extraction.schemas,runtime_active,src.agents.evidence_validator_agent;src.agents.extractor_agent;src.agents.recommendation_agent;src.api.product_schemas;src.briefing.action_brief;src.briefing.schemas;src.classification.ai_native_classifier;src.classification.ai_native_model;src.diagnosis.gap_diagnosis;src.diagnosis.nvidia_mapping;src.diagnosis.schemas;src.discovery.service;src.extraction.extractor;src.orchestration.node_impl;src.pipeline.run_pipeline;src.recommendation.next_action_enrichment;src.recommendation.recommendation_engine;src.recommendation.schemas;src.scoring.composite_ranking;src.scoring.defensibility_score;src.scoring.inception_fit_score;src.scoring.production_readiness;src.scoring.source_quality;src.scraping.source_policy;src.services.product.service;src.validation.evidence_validator;src.validation.output_validation,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/governance/__init__.py,src.governance.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/governance/artifacts.py,src.governance.artifacts,runtime_active,src.governance.__init__;src.governance.final_closure,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/governance/catalog_loader.py,src.governance.catalog_loader,runtime_active,src.governance.artifacts;src.governance.runtime_catalog,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/governance/catalog_schemas.py,src.governance.catalog_schemas,runtime_active,src.governance.catalog_loader;src.governance.runtime_catalog,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/governance/final_closure.py,src.governance.final_closure,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/governance/runtime_catalog.py,src.governance.runtime_catalog,runtime_active,src.rag.technique_runner,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/governance/schemas.py,src.governance.schemas,runtime_active,src.evaluation.benchmark_runner;src.evaluation.result_store;src.governance.__init__;src.governance.artifacts;src.governance.runtime_catalog,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/interface/__init__.py,src.interface.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/interface/app.py,src.interface.app,runtime_active,,,final_case_evidence/runtime_usage_inventory.csv,keep_entrypoint,product,before_GO
src/main.py,src.main,runtime_active,,,final_case_evidence/runtime_usage_inventory.csv,keep_entrypoint,product,before_GO
src/observability/__init__.py,src.observability.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/observability/metrics.py,src.observability.metrics,runtime_active,src.observability.tracing;src.orchestration.graph,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/observability/run_events.py,src.observability.run_events,runtime_active,src.observability.tracing,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/observability/tracing.py,src.observability.tracing,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_support_module,product,before_GO
src/orchestration/__init__.py,src.orchestration.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/orchestration/graph.py,src.orchestration.graph,runtime_active,src.orchestration.__init__;src.orchestration.runner,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/orchestration/node_impl.py,src.orchestration.node_impl,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_support_module,product,before_GO
src/orchestration/nodes.py,src.orchestration.nodes,runtime_active,src.orchestration.__init__;src.orchestration.graph;src.orchestration.node_impl,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/orchestration/probabilistic_scoring.py,src.orchestration.probabilistic_scoring,runtime_active,src.orchestration.node_impl,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/orchestration/result_adapter.py,src.orchestration.result_adapter,runtime_active,src.services.product.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
