event_id,resolved_family,independence_cluster_id,adjudication_state,adjudication_reason
11902,ANTITRUST_ENFORCEMENT_SINGLE_NAME,52c1aaa9c115d71e6cb2ed16,ACCEPT_STRICT_FAMILY,explicit non-merger antitrust enforcement involving a named company/conduct matter
79067,CORPORATE_LITIGATION_BINARY,c29fb3ac7fbaeccda37c7f0a,ACCEPT_STRICT_FAMILY,named company bankruptcy outcome
86448,CORPORATE_LITIGATION_BINARY,359104592ceb5ac86f9f1e88,REJECT_FALSE_POSITIVE,"aggregated multi-company bankruptcy question, not one named corporate event"
903632,CORPORATE_LITIGATION_BINARY,340015b326be6183542b52dc,ACCEPT_STRICT_FAMILY,named company legal settlement outcome
15472,CORPORATE_LITIGATION_BINARY,273736620a63029826b82c98,ACCEPT_STRICT_FAMILY,named company lawsuit settlement outcome
21319,CORPORATE_LITIGATION_BINARY,4df212cc639413bab380bad4,REJECT_FALSE_POSITIVE,personal/celebrity litigation rather than a corporate litigation event
903794,CORPORATE_LITIGATION_BINARY,142512d70d0a2380f218bb83,REJECT_FALSE_POSITIVE,political-person verdict rather than a corporate litigation event
11002,CORPORATE_LITIGATION_BINARY,c4cec09b3f9d48e247e61e28,REJECT_FALSE_POSITIVE,political-person criminal conviction rather than a corporate litigation event
903166,CORPORATE_LITIGATION_BINARY,66855891b4d4c92f8ae92421,ACCEPT_STRICT_FAMILY,named company legal settlement outcome
219986,EARNINGS_EPS,69a84a816e323923cc0ea786,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
69094,EARNINGS_EPS,16056cf297b5ad9ebe959d00,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
428546,EARNINGS_EPS,c155ff20af53f6a94e2ae548,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
87221,EARNINGS_EPS,8c24f167252516643ac23aee,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
179864,EARNINGS_EPS,cbf1f7bcfaff2fb1cb0cc47b,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
358470,EARNINGS_EPS,b1b3cc0774fe279b27f78c73,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
572856,EARNINGS_EPS,069410fb87e36d4b1e95ed51,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
715656,EARNINGS_EPS,1c4fcde0f549da3fc23fd2d1,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
559487,EARNINGS_EPS,5ceed5c319b44a8d03a48e6c,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
62711,EARNINGS_EPS,13fac72007c648b945051892,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
60662,EARNINGS_EPS,d199c8b4d64ca6f7d2da7333,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
686409,EARNINGS_EPS,0f8d5780614937f24f5a34bc,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
199211,EARNINGS_EPS,75dccde4ffdd1166fa1b9499,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
242205,EARNINGS_EPS,fcd47fbb6331bff4cd096007,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
53162,EARNINGS_EPS,c6ee886403e208e00e35c9ae,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
708245,EARNINGS_EPS,d9278dbf9bbecc204c6e048d,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
686396,EARNINGS_EPS,fd217ee3150c4fbe55d11d3d,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
192042,EARNINGS_EPS,23d0150e4941c38ce10f4738,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
326946,EARNINGS_EPS,f6e93f08dee462ebd0cb3216,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
326991,EARNINGS_EPS,d2aa40d279be939b63b5aa59,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
69198,EARNINGS_EPS,a25fdd5e957190aed1c5efcf,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
686377,EARNINGS_EPS,09317f14b44ec2cff5ac5c70,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
192666,EARNINGS_EPS,b4d150cfaf3a5567c961781f,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
729799,EARNINGS_EPS,b0e833271651016e2713bf05,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
196862,EARNINGS_EPS,9e7c91d450095a640c8dfe13,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
652170,EARNINGS_EPS,d483b681be85e330776b19f8,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
49945,EARNINGS_EPS,700d6f0c10ff3d622622a13f,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
67829,EARNINGS_EPS,8df370e08b5a0314af0a3b34,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
146165,EARNINGS_EPS,44c0e4aabf5635e59ddcf796,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
230135,EARNINGS_EPS,0dcc1c6f6e37fb21257b8c2e,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
89619,EARNINGS_EPS,f2b3cea996c55bcd20cfd9b2,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
90095,EARNINGS_EPS,dca3b6be7b1956000ccb47a6,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
56577,EARNINGS_EPS,7d2baf1500dc031834f16ef7,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
206313,EARNINGS_EPS,b1d4a2e0e2f89892bb52cc2e,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
66538,EARNINGS_EPS,0ee976e421bafb694a7bc57d,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
729858,EARNINGS_EPS,df63525d2b3683b169a0fb65,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
525416,EARNINGS_EPS,ed060ee821d0d84746d1a807,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
686500,EARNINGS_EPS,5635c70d0244b92f7f013d52,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
49950,EARNINGS_EPS,96d9b40586a3d8f35fa156a1,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
525455,EARNINGS_EPS,5d2de38baa717ca3d1d317a6,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
410677,EARNINGS_EPS,16bdf37c1c8e4ce8b7d89edc,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
364289,EARNINGS_EPS,e36bcb359f50402d92ad4910,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
146136,EARNINGS_EPS,bf2f6971e11432a2ecb91479,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
100416,EARNINGS_EPS,f579bf5ab51e319b0e374791,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
226383,EARNINGS_EPS,2d9a597e1310479fd900711f,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
64602,EARNINGS_EPS,a747cc8d9bfd01b330e1cd79,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
87898,EARNINGS_EPS,1463bd620048f7f47a9e644d,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
74643,EARNINGS_EPS,bea79424a3223661d11f1a18,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
686380,EARNINGS_EPS,c3a288de5800d7decf81d05f,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
715645,EARNINGS_EPS,5859cec1ba6f4b62e9429b00,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
387395,EARNINGS_EPS,46f63739ea2793e1a670538d,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
686398,EARNINGS_EPS,9a3f46dd65e30ff61214abb4,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
525417,EARNINGS_EPS,1f8ad1c3e38cc6d73aa6d857,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
64603,EARNINGS_EPS,502e8220a554cbb91cefa852,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
387357,EARNINGS_EPS,fd04e58ccedd6446abfcee28,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
196877,EARNINGS_EPS,18a2cd644d4c54da9e96a806,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
146144,EARNINGS_EPS,efa051b5899da6e9df659f14,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
212240,EARNINGS_EPS,3302ed21862205879814cef0,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
100629,EARNINGS_EPS,dd239cf690f1416bdb5d4aa4,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
410685,EARNINGS_EPS,369e6e7d6d23ab566f1bc3fe,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
410637,EARNINGS_EPS,5f23d7f8b54c6129eb1ae195,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
53154,EARNINGS_EPS,34c8b517323fa93a6319ba3b,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
63166,EARNINGS_EPS,ec84b675893397739ec93365,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
196890,EARNINGS_EPS,e86fb889e2f7a96f969c1449,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
652149,EARNINGS_EPS,8a1e8980892b172ef85e6d7e,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
199306,EARNINGS_EPS,b255e3cb08cf26a73d81942f,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
69824,EARNINGS_EPS,1857fd9d787b4ebd6d5a6e4c,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
50332,EARNINGS_EPS,22947e9630f47d419a8ed1e4,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
62698,EARNINGS_EPS,3845f2571d9399236f73c3bf,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
56589,EARNINGS_EPS,79e3ab835465efc63cecffeb,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
74801,EARNINGS_EPS,307f160f39faeba08220c721,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
87916,EARNINGS_EPS,9b8c44248d914b4ea7881f40,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
90064,EARNINGS_EPS,9922f07526615e3eb0d4cbd8,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
206325,EARNINGS_EPS,39a6af4593c54c77bc6538cb,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
410664,EARNINGS_EPS,5c616c3332608dfc4aaee399,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
715597,EARNINGS_EPS,047e35b3986ffe0712f11d31,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
387361,EARNINGS_EPS,7da20c574a2e960dc1972a6d,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
401604,EARNINGS_EPS,1627371f65ffcb4b00f485ca,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
69065,EARNINGS_EPS,ec19d177c70e877e4f4cb119,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
148035,EARNINGS_EPS,b7969c23f062ce17a321c7af,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
387366,EARNINGS_EPS,f0a5659a682482b9ea03afb4,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
63149,EARNINGS_EPS,5e811e6e9d323c50540b5afc,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
311428,EARNINGS_EPS,13660002f4ce246c1bafc825,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
184516,EARNINGS_EPS,c111b2ef8322ffe62f5c2aa2,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
67841,EARNINGS_EPS,78d08461c7a7aea8c1507e27,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
60671,EARNINGS_EPS,f671714c1899a60c3466cc6e,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
74815,EARNINGS_EPS,0539305e7d4360763c212e98,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
686502,EARNINGS_EPS,3039ac2900a61ea68ac1e184,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
56568,EARNINGS_EPS,5792e551805da7d282dfc7c5,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
708189,EARNINGS_EPS,ca01b83458e701d345a9111e,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
741368,EARNINGS_EPS,8cecee5cf616bae33bcc4e20,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
62706,EARNINGS_EPS,4148cd97d074f952944394b0,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
56575,EARNINGS_EPS,c1fae6707690ad387dfc7b6e,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
380014,EARNINGS_EPS,4c31882e7aeb9d00b4295c9f,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
410631,EARNINGS_EPS,7a748c492426b762a975baed,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
74838,EARNINGS_EPS,d099a769624ddd0d5d03a7e8,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
582058,EARNINGS_EPS,62f5c3ea28af78e1ea4e6793,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
741386,EARNINGS_EPS,72e116a292cf6d67c55ad50c,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
201445,EARNINGS_EPS,76f8b3108ea5fc350292b728,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
192722,EARNINGS_EPS,983b0918f3519182c14fed80,ACCEPT_STRICT_FAMILY,named issuer discrete quarterly earnings/EPS outcome
652072,FDA_FINAL_PDUFA_DECISION,adb43ec981518b070de283ea,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
400491,FDA_FINAL_PDUFA_DECISION,f982a2fcd1d47e3a3f22a064,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
400550,FDA_FINAL_PDUFA_DECISION,3f437921a604930d750e648f,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
556094,FDA_FINAL_PDUFA_DECISION,f2fc6e64d38010858d48834b,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
3518,FDA_FINAL_PDUFA_DECISION,e93fb5a5abc06b6b920134a4,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
652107,FDA_FINAL_PDUFA_DECISION,87380ebf42a9237220bae945,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
556064,FDA_FINAL_PDUFA_DECISION,75d1677e94676a3f9a2cc59c,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
652256,FDA_FINAL_PDUFA_DECISION,3b3954dc310841ac037f18ca,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
382921,FDA_FINAL_PDUFA_DECISION,51b91933dfb6d4f6e54398db,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
652146,FDA_FINAL_PDUFA_DECISION,1408ee7ca0de0b6707951959,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
6089,FDA_FINAL_PDUFA_DECISION,d6b8563b4b913702f7e49408,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
