exact_group_id,ticker,event_date,pit_timestamp,pit_probability,m2_probability,market_id,event_key,source_file,join_key,signal_map_version,p_cutoff,delta_1h,delta_6h,delta_24h,velocity_6h_per_hour,conditional_z_move_6h,signed_notional_imbalance_24h,wallet_hhi_notional_24h,same_direction_transition_share_lifecycle,jump_score_6h,matrix_profile_discord_6h
W4CE1-0423d33b07516c266416,AMAT,2026-05-14,2026-05-13T20:00:00Z,0.944,0.944,2129328,AMAT|2026-05-14,data/art028_h2_feature_matrix.csv.gz,ticker+event_date/company_event_date,W4C-R1-EXPANDED-SIGNAL-MAP-v1.0,0.944,0,0,0.0065,0,0.2870063075,,,0.6538461538,0,0
W4CE1-05aae3d60b6851b6c857,DG,2025-12-04,2025-12-03T21:00:00Z,0.85,0.85,697463,DG|2025-12-04,data/art028_h2_feature_matrix.csv.gz,ticker+event_date/company_event_date,W4C-R1-EXPANDED-SIGNAL-MAP-v1.0,0.85,0.015,0.06,0.075,0.01,1.687429629,0.9607369998,0.4410720682,0.6806722689,5.590689935,0.7838107896
W4CE1-09220df71099e38b2395,DPZ,2026-04-27,2026-04-24T20:00:00Z,0.555,0.555,2003520,DPZ|2026-04-27,data/art028_h2_feature_matrix.csv.gz,ticker+event_date/company_event_date,W4C-R1-EXPANDED-SIGNAL-MAP-v1.0,0.555,0,0,0,0,-0.2345532113,0.02399822079,0.3238906929,0.511627907,0,0
W4CE1-1571ed1b2f18ba114ca1,HOG,2025-11-04,2025-11-03T21:00:00Z,0.225,0.225,637875,HOG|2025-11-04,data/art028_h2_feature_matrix.csv.gz,ticker+event_date/company_event_date,W4C-R1-EXPANDED-SIGNAL-MAP-v1.0,0.225,0.005,0.01,-0.05,0.001666666667,,-0.8699603019,0.1514251008,0.5596707819,0.9097176523,0.6471948469
W4CE1-1b4d52f028b841036ecf,PEP,2025-10-09,2025-10-08T20:00:00Z,0.9255,0.9255,613050,PEP|2025-10-09,data/art028_h2_feature_matrix.csv.gz,ticker+event_date/company_event_date,W4C-R1-EXPANDED-SIGNAL-MAP-v1.0,0.9255,0.0105,0.012,0.017,0.002,,0.9474843252,0.3477769877,0.6367346939,14.16430595,0.5122301376
W4CE1-1c06dc8e3ba2da76d65a,NVTS,2026-05-05,2026-05-04T20:00:00Z,0.925,0.925,2048140,NVTS|2026-05-05,data/art028_h2_feature_matrix.csv.gz,ticker+event_date/company_event_date,W4C-R1-EXPANDED-SIGNAL-MAP-v1.0,0.925,-0.005,0.26,0.705,0.04333333333,7.466532782,0.8047835088,0.2930119405,0.6851851852,1.53583652,0.5876970115
W4CE1-1c174584922809edcfcd,VIRT,2026-04-29,2026-04-28T20:00:00Z,0.935,0.935,2003526,VIRT|2026-04-29,data/art028_h2_feature_matrix.csv.gz,ticker+event_date/company_event_date,W4C-R1-EXPANDED-SIGNAL-MAP-v1.0,0.935,-0.01,-0.01,-0.005,-0.001666666667,2.291039863,,,0.4814814815,0.07828145075,0
W4CE1-1dd3a61fdd29294c58f4,AXP,2026-04-23,2026-04-22T20:00:00Z,0.885,0.885,1937066,AXP|2026-04-23,data/art028_h2_feature_matrix.csv.gz,ticker+event_date/company_event_date,W4C-R1-EXPANDED-SIGNAL-MAP-v1.0,0.885,0.005,0.04,0.08,0.006666666667,1.486986557,0.9122013027,0.3365257655,0.5666666667,3.189170866,
W4CE1-1e2b125f886434e92938,IOT,2026-06-04,2026-06-03T20:00:00Z,0.935,0.935,2335543,IOT|2026-06-04,data/art028_h2_feature_matrix.csv.gz,ticker+event_date/company_event_date,W4C-R1-EXPANDED-SIGNAL-MAP-v1.0,0.935,0,-0.005,0.005,-0.0008333333333,0.2125194707,0.9259257997,0.2620028132,0.5263157895,3.618136135,1.882474727e-16
W4CE1-23c9c1b526b4bab7898f,AMZN,2026-04-29,2026-04-28T20:00:00Z,0.9355,0.9355,2044093,AMZN|2026-04-29,data/art028_h2_feature_matrix.csv.gz,ticker+event_date/company_event_date,W4C-R1-EXPANDED-SIGNAL-MAP-v1.0,0.9355,0.003,0.0005,-0.013,8.333333333e-05,0.237235157,0.6106030864,0.4518435299,0.5545851528,9.780116012,0.2252122985
