market_id,event_key,ticker,company_event_date,daily_safe_cutoff_utc,daily_cutoff_status,daily_release_date_evidence_status,release_session,release_session_usable,session_policy
549606,AVGO|2025-06-05,AVGO,2025-06-05,2025-06-04T20:00:00Z,PASS_VERIFIED_PRIOR_XNYS_CLOSE,PASS_SEC_EXHIBIT_OR_OFFICIAL_IR,UNKNOWN_NOT_MATERIALIZED_FOR_THIS_EVENT,False,NEVER_INFER_FROM_SEC_ACCEPTANCE_OR_DAILY_CUTOFF
599915,BLSH|2025-09-17,BLSH,2025-09-17,2025-09-16T20:00:00Z,PASS_VERIFIED_PRIOR_XNYS_CLOSE,PASS_SEC_EXHIBIT_OR_OFFICIAL_IR,UNKNOWN_NOT_MATERIALIZED_FOR_THIS_EVENT,False,NEVER_INFER_FROM_SEC_ACCEPTANCE_OR_DAILY_CUTOFF
598111,JBL|2025-09-25,JBL,2025-09-25,2025-09-24T20:00:00Z,PASS_VERIFIED_PRIOR_XNYS_CLOSE,PASS_SEC_EXHIBIT_OR_OFFICIAL_IR,UNKNOWN_NOT_MATERIALIZED_FOR_THIS_EVENT,False,NEVER_INFER_FROM_SEC_ACCEPTANCE_OR_DAILY_CUTOFF
619984,APLD|2025-10-09,APLD,2025-10-09,2025-10-08T20:00:00Z,PASS_VERIFIED_PRIOR_XNYS_CLOSE,PASS_SEC_EXHIBIT_OR_OFFICIAL_IR,UNKNOWN_NOT_MATERIALIZED_FOR_THIS_EVENT,False,NEVER_INFER_FROM_SEC_ACCEPTANCE_OR_DAILY_CUTOFF
613050,PEP|2025-10-09,PEP,2025-10-09,2025-10-08T20:00:00Z,PASS_VERIFIED_PRIOR_XNYS_CLOSE,PASS_SEC_EXHIBIT_OR_OFFICIAL_IR,UNKNOWN_NOT_MATERIALIZED_FOR_THIS_EVENT,False,NEVER_INFER_FROM_SEC_ACCEPTANCE_OR_DAILY_CUTOFF
619556,BLK|2025-10-14,BLK,2025-10-14,2025-10-13T20:00:00Z,PASS_VERIFIED_PRIOR_XNYS_CLOSE,PASS_SEC_EXHIBIT_OR_OFFICIAL_IR,UNKNOWN_NOT_MATERIALIZED_FOR_THIS_EVENT,False,NEVER_INFER_FROM_SEC_ACCEPTANCE_OR_DAILY_CUTOFF
620069,GBCI|2025-10-16,GBCI,2025-10-16,2025-10-15T20:00:00Z,PASS_VERIFIED_PRIOR_XNYS_CLOSE,PASS_SEC_EXHIBIT_OR_OFFICIAL_IR,UNKNOWN_NOT_MATERIALIZED_FOR_THIS_EVENT,False,NEVER_INFER_FROM_SEC_ACCEPTANCE_OR_DAILY_CUTOFF
627451,AXP|2025-10-17,AXP,2025-10-17,2025-10-16T20:00:00Z,PASS_VERIFIED_PRIOR_XNYS_CLOSE,PASS_SEC_EXHIBIT_OR_OFFICIAL_IR,UNKNOWN_NOT_MATERIALIZED_FOR_THIS_EVENT,False,NEVER_INFER_FROM_SEC_ACCEPTANCE_OR_DAILY_CUTOFF
627454,CB|2025-10-21,CB,2025-10-21,2025-10-20T20:00:00Z,PASS_VERIFIED_PRIOR_XNYS_CLOSE,PASS_SEC_EXHIBIT_OR_OFFICIAL_IR,UNKNOWN_NOT_MATERIALIZED_FOR_THIS_EVENT,False,NEVER_INFER_FROM_SEC_ACCEPTANCE_OR_DAILY_CUTOFF
627652,MAT|2025-10-21,MAT,2025-10-21,2025-10-20T20:00:00Z,PASS_VERIFIED_PRIOR_XNYS_CLOSE,PASS_SEC_EXHIBIT_OR_OFFICIAL_IR,UNKNOWN_NOT_MATERIALIZED_FOR_THIS_EVENT,False,NEVER_INFER_FROM_SEC_ACCEPTANCE_OR_DAILY_CUTOFF
