id,name,sector,official_website,source_name,source_url,status,created_at,updated_at
1,Clara Pagamentos,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
2,Leggal,Recursos Humanos,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
3,AutoU,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
4,Voltta,Energia,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
5,Talent Academy,Recursos Humanos,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
6,Biti9,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
7,Marvin,Agricultura e Pecuária,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
8,Woba,Construção Civil,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
9,Anzi Finance,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
10,Kinzbio,Biotecnologia,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
11,PIA,Recursos Humanos,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
12,Data Guide,Cibersegurança,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
13,Laboratorio Kasem,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
14,EasyTelling,Educação,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
15,Mangue Tech,ESG,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
16,Company Hero,Direito,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
17,ESGreen,ESG,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
931,Central de Ajuda Facio,(descoberta - QFirst),https://ajuda.facio.com,QFirst Open Search,https://ajuda.facio.com,pending_deep_scan,2026-06-28 03:43:39.704923,2026-06-28 03:43:39.704923
19,Zeev,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
20,Mera,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
21,Blu365,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
932,Telegram: Share Web Page,(descoberta - QFirst),"https://t.me/share/url?url=https://exame.com/invest/mercados/rd-station-da-totvs-tots3-adquire-software-de-vendas-exact-sales-por-r-51-milhoes/&text=RD Station, da Totvs (TOTS3), adquire software de vendas Exact Sales por R$ 51 milhões",QFirst Open Search,"https://t.me/share/url?url=https://exame.com/invest/mercados/rd-station-da-totvs-tots3-adquire-software-de-vendas-exact-sales-por-r-51-milhoes/&text=RD Station, da Totvs (TOTS3), adquire software de vendas Exact Sales por R$ 51 milhões",pending_deep_scan,2026-06-28 03:43:39.704923,2026-06-28 03:43:39.704923
23,Moodar,Recursos Humanos,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
24,Taxcel,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
25,Diel Energia,Energia,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
27,Wikimee,Marketing,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
28,Excuela,Educação,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
31,DeltaAI,Direito,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
32,OpsFactor,Indústria,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
33,Air Robotics,Indústria,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
34,Delend,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
35,Carteiro Amigo,Logística,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
36,Plugin,Energia,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
37,Futuro Maquinas Agricolas,Agricultura e Pecuária,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
38,Hub4pay,Marketing,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
39,Linkana,ESG,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
40,Brain Artificial,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
41,Foliume,Seguros,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
42,Teramot,Inteligência Artificial,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
43,Skyblue Analytics,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
44,Foccuz,Software,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
45,OrderEAT,Software,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
46,VENTIA,Software,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
47,AICube,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
48,Precision Data Engineering and Data Science,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
49,Marisa.care,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
50,POK (Proof of Knowledge),Educação,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
51,BioLinker,Agricultura e Pecuária,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
52,Amplifique.me,Marketing,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
53,Abundance Brasil,ESG,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
54,Nimbloo,Logística,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
55,Webmania,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
56,Docket,Direito,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
57,Smart Online,Logística,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
58,Evlos4u,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
59,Tractionfy,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
60,doc9,Direito,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
61,Cashin,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
62,Paiper,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
63,Netspaces Operações LTDA,Construção Civil,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
64,Fiibo,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
65,Neuralmind,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
66,Level up,Atendimento ao Cliente,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
67,Edoo,Recursos Humanos,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
68,SWARM Engineering,Agricultura e Pecuária,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
69,Prisma,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
70,Tuvis,Marketing,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
933,ClickUp Forms,(descoberta - QFirst),https://forms.clickup.com/43221529/f/1970gt-93171/REZ42SUWDV9JXF2U96,QFirst Open Search,https://forms.clickup.com/43221529/f/1970gt-93171/REZ42SUWDV9JXF2U96,pending_deep_scan,2026-06-28 03:43:39.704923,2026-06-28 03:43:39.704923
72,Rocketseat,Educação,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
73,LiquidAI,Construção Civil,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
74,Horizon,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
75,Ahorra Facil,Marketing,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
76,Roota,Mobilidade Urbana,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
77,Crowder,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
78,Yazo,Entretenimento,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
79,Damap,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
934,Wellhub Portal Access,(descoberta - QFirst),https://gympass.com/pessoas/entrar,QFirst Open Search,https://gympass.com/pessoas/entrar,pending_deep_scan,2026-06-28 03:43:39.704923,2026-06-28 03:43:39.704923
81,Enteria,Biotecnologia,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
82,Codiversity,Recursos Humanos,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
83,Encuentra,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
84,Tellapp,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
85,Millsonic,UNKNOWN,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
86,Tripwip,Mobilidade Urbana,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
88,Desk Manager,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
89,Vacinas.net,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
90,Finor,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
91,Kompa Saúde,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
92,Radiant Security,Cibersegurança,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
93,NeuralMed,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
94,UP Estate,Construção Civil,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
95,Neowrk,Facilities,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
96,Versa Fuel,ESG,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
97,Abstra,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
